NBDATASETS	PROJECT	STREAM	PRODSTEP	DATATYPE	PROVENANCE	IDTOGROUP(GROUPID)	MEANNBFILES	MEANFILESIZE	ROUND(SUM(REPLICAS)/COUNT(*))
2	data12_8TeV	physics_Egamma	merge	NTUP_TRIGBJET	GP	/atlas/phys-susy/role=production	142	5615696417	1
1	data12_8TeV	Zee_1tightPP	merge	NTUP_TRIG	GP	/atlas/trig-hlt/role=production	3	489909321	1
1	data12_8TeV	Zee_1tightPP	recon	HIST	GP	/atlas/trig-hlt/role=production	228	14014296396	1
2	data12_8TeV	Zee_1tightPP	merge	HIST_HLTMONL2	GP	/atlas/trig-hlt/role=production	2	24567434	2
1	data12_8TeV	Zee_1tightPP	recon	RAW	GP	/atlas/trig-hlt/role=production	228	18962607552	1
2	data12_8TeV	physics_MinBias	merge	NTUP_MINBIAS	T0	/atlas/role=production	161	75848140868	1
1	data12_8TeV	physics_L1Calo	merge	NTUP_TRIGRATE	GP	/atlas/role=production	609	145054795	1
240	data12_8TeV	physics_Egamma	recon	HIST	AP	/atlas/role=production	2731	105220684104	1
3	data12_8TeV	physics_Muons	recon	TAG	AP	/atlas/role=production	8274	2139502540	1
2	data12_8TeV	physics_Muons	recon	ESD	AP	/atlas/role=production	4655	10558892154451	1
5	data12_8TeV	physics_HadDelayed	merge	NTUP_TRIG	T0	/atlas/role=production	130	72675847625	1
1	data12_8TeV	physics_HLTPassthrough	merge	TAG	T0	/atlas/role=production	1	14899922	13
1	data12_8TeV	physics_Bphysics	merge	NTUP_TRIG	T0	/atlas/role=production	27	35424280894	1
102	data12_8TeV	physics_JetTauEtmiss	merge	DESDM_RPVLL	GP	/atlas/phys-exotics/role=production	25	52486663805	1
3	data12_8TeV	physics_EnhancedBias	recon	NTUP_TRIGCOSTL2	GP	/atlas/role=production	21	2716034	0
2	data12_8TeV	physics_L1MinBias	recon	ESD	T0	/atlas/role=production	19	25164709106	2
3	data12_8TeV	physics_EnhancedBias	recon	NTUP_TRIGRATE	GP	/atlas/role=production	21	2654459	0
1	data12_8TeV	physics_HLTPassthrough	merge	NTUP_TRIG	T0	/atlas/role=production	2	864110111	1
1	data12_8TeV	physics_JetTauEtmiss	merge	NTUP_TOPEL	GP	/atlas/role=production	1	12572749	2
252	data12_8TeV	physics_CosmicCalo	merge	ESD	AP	/atlas/role=production	8	57299306327	1
1	data12_8TeV	JulieKirkv2	merge	RAW	GP	/atlas/role=production	7	17043484628	1
9	data12_8TeV	physics_Muons	merge	ESD	AP	/atlas/role=production	1074	7975721843550	1
1	data12_8TeV	physics_L1MinBias	recon	ESD	T0	/atlas/role=production	6	248045713	1
1	data12_8TeV	HLT_pradloff_ZtautauNoID	merge	RAW	GP	/atlas/role=production	1828	37118838436	1
3	data12_8TeV	physics_jetcalibddelayed	merge	TAG	T0	/atlas/role=production	1	9796524	13
40	data12_8TeV	debugrec_hltacc	recon	ESD	AP	/atlas/role=production	1	14376911	1
2	data12_8TeV	physics_L1Muon	recon	ESD	T0	/atlas/role=production	200	127364492441	2
197	data12_8TeV	physics_Egamma	merge	DAOD_ZEEGAMMA	GP	/atlas/phys-sm/role=production	216	10338955991	2
1	data12_8TeV	physics_Muons	merge	NTUP_TRIGMU	GP	/atlas/role=production	7179	97133276290	1
1	data12_8TeV	express_express	merge	RAW	GP	/atlas/role=production	6	2853468368	1
227	data12_8TeV	physics_Egamma	merge	NTUP_EGCZEE	GP	/atlas/perf-egamma/role=production	25	18445163	4
2	data12_8TeV	physics_L1Muon	merge	AOD	T0	/atlas/role=production	10	11419809687	5
1	data12_8TeV	physics_CosmicCalo	recon	TAG	AP	/atlas/role=production	1188	3876331814	1
323	data12_8TeV	debugrec_hltacc	merge	NTUP_TOPJET	GP	/atlas/phys-top/role=production	1	3578649	2
62	data12_8TeV	debugrec_hltacc	merge	AOD	T0	/atlas/role=production	1	8484260	3
72	data12_8TeV	physics_Muons	merge	DESD_SGLMU	T0	/atlas/role=production	230	717779274126	5
577	data12_8TeV	debugrec_hltacc	merge	NTUP_TOPEL	GP	/atlas/phys-top/role=production	1	864068	2
164	data12_8TeV	calibration_Tile	daq	RAW	T0	/atlas/role=production	59	4715016536	1
76	data12_8TeV	physics_Muons	merge	AOD	T0	/atlas/role=production	285	723521185771	5
344	data12_8TeV	physics_Muons	merge	NTUP_SMWZ	GP	/atlas/phys-higgs/role=production	77	307533672418	5
350	data12_8TeV	physics_Muons	merge	log	GP	/atlas/phys-susy/role=production	129	2209651797	1
82	data12_8TeV	physics_JetCalibDelayed	merge	RAW	T0	/atlas/role=production	391	264625850821	2
97	data12_8TeV	physics_Muons	merge	HIST	T0	/atlas/role=production	1	244111738	2
460	data12_8TeV	physics_Bphysics	merge	TAG	AP	/atlas/role=production	40	556273271	1
811	data12_8TeV	physics_Egamma	merge	NTUP_SMZEE	GP	/atlas/phys-sm/role=production	40	726543223	1
338	data12_8TeV	physics_Muons	merge	NTUP_TAU	GP	/atlas/phys-higgs/role=production	108	288681414924	2
439	data12_8TeV	physics_Egamma	merge	NTUP_SUSYSKIM	GP	/atlas/phys-susy/role=production	73	74337924585	4
182	data12_8TeV	physics_JetCalibDelayed	recon	HIST	AP	/atlas/role=production	389	19119793650	1
1012	data12_8TeV	physics_Background	recon	ESD	T0	/atlas/role=production	309	93918276785	2
92	data12_8TeV	physics_Muons	merge	NTUP_FASTMON	T0	/atlas/role=production	19	8518333	1
501	data12_8TeV	physics_Standby	merge	RAW	T0	/atlas/role=production	194	122019138737	2
591	data12_8TeV	physics_JetTauEtmiss	merge	NTUP_SUSYBOOST	GP	/atlas/phys-susy/role=production	82	103501711507	2
233	data12_8TeV	physics_Egamma	recon	DAOD_ZEE	AP	/atlas/role=production	28	5936784829	1
234	data12_8TeV	physics_Muons	recon	DESD_ZMUMU	AP	/atlas/role=production	33	192388948690	3
1136	data12_8TeV	physics_CosmicCalo	merge	TAG	T0	/atlas/role=production	1	10749228	6
28	data12_8TeV	physics_L1Muon	merge	AOD	T0	/atlas/role=production	5	2962819932	2
260	data12_8TeV	physics_Bphysics	recon	HIST	AP	/atlas/role=production	2061	98594465432	1
1140	data12_8TeV	physics_CosmicCalo	recon	ESD	T0	/atlas/role=production	317	36849476451	2
564	data12_8TeV	calibration_lucid	daq	RAW	T0	/atlas/role=production	8	8520480202	1
6	data12_8TeV	physics_Muons	merge	log	GP	/atlas/perf-jets/role=production	79	8523858	1
290	data12_8TeV	physics_JetTauEtmiss	merge	AOD	T0	/atlas/role=production	209	557528789401	3
29	data12_8TeV	physics_Standby	recon	AOD	AP	/atlas/role=production	346	47676246728	1
2	data12_8TeV	physics_Standby	recon	TAG	AP	/atlas/role=production	591	216437069	1
422	data12_8TeV	physics_JetTauEtmiss	merge	NTUP_SUSY	GP	/atlas/phys-susy/role=production	63	147028288278	1
246	data12_8TeV	physics_Egamma	merge	HIST	T0	/atlas/role=production	1	227328563	2
579	data12_8TeV	physics_Background	merge	NTUP_SCT	T0	/atlas/role=production	13	10551432518	1
284	data12_8TeV	physics_MinBias	merge	RAW	T0	/atlas/role=production	403	225709889202	2
28	data12_8TeV	physics_L1Muon	merge	TAG	T0	/atlas/role=production	1	5121761	4
340	data12_8TeV	physics_MinBias	merge	NTUP_SMQCD	GP	/atlas/phys-sm/role=production	3	7363553321	1
304	data12_8TeV	physics_Standby	merge	NTUP_TRIG	T0	/atlas/role=production	11	3313488460	1
5	data12_8TeV	physics_EnhancedBias	merge	HIST	T0	/atlas/role=production	1	148916590	2
233	data12_8TeV	physics_CosmicMuons	merge	RAW	T0	/atlas/role=production	321	2318569477	2
452	data12_8TeV	debugrec_hltacc	merge	NTUP_HSG2	GP	/atlas/phys-higgs/role=production	1	3532603	1
17	data12_8TeV	physics_Egamma	merge	DAOD_2L2QHSG2	GP	/atlas/phys-higgs/role=production	3	12232368632	1
17	data12_8TeV	calibration_VdM	merge	AOD	T0	/atlas/role=production	534	1764541017548	1
254	data12_8TeV	physics_Muons	merge	HIST	T0	/atlas/role=production	1	206541056	2
240	data12_8TeV	physics_Muons	merge	NTUP_L1TGC	GP	/atlas/det-muon/role=production	742	99939485636	2
191	data12_8TeV	physics_Egamma	merge	log	GP	/atlas/trig-daq/role=production	43	207868453	1
222	data12_8TeV	physics_JetTauEtmiss	merge	DESDM_TRACK	T0	/atlas/role=production	19	58974949655	3
239	data12_8TeV	physics_JetTauEtmiss	merge	NTUP_L1TGC	GP	/atlas/det-muon/role=production	463	171662690	1
1	data12_8TeV	debugrec_hltacc	merge	NTUP_TOPEL	GP	/atlas/role=production	1	821194	3
19	data12_8TeV	physics_ALFA	merge	TAG	T0	/atlas/role=production	1	52177973	11
251	data12_8TeV	debug_all	daq	RAW	T0	/atlas/role=production	7	673872245	2
1	data12_8TeV	physics_JetTauEtmiss	merge	NTUP_TAU	GP	/atlas/phys-top/role=production	206	1268574645067	2
271	data12_8TeV	physics_Muons	merge	DAOD_ZMUMUGAMMA	GP	/atlas/perf-egamma/role=production	3	4673788808	1
268	data12_8TeV	physics_Egamma	merge	DAOD_ZEEGAMMA	GP	/atlas/perf-egamma/role=production	2	2953623752	1
818	data12_8TeV	physics_Egamma	merge	NTUP_PHOTON	GP	/atlas/phys-sm/role=production	14	29659228887	2
59	data12_8TeV	physics_Muons	merge	log	GP	/atlas/perf-egamma/role=production	2	1362212	1
10	data12_8TeV	physics_Muons	recon	ESD	T0	/atlas/role=production	3168	9888951599621	2
3	data12_8TeV	physics_Muons	merge	NTUP_MUONCALIB	T0	/atlas/role=production	424	1886794560266	6
115	data12_8TeV	debugrec_hltrej	merge	TAG	T0	/atlas/role=production	1	171456	12
3	data12_8TeV	physics_ZeroBiasOverlay	merge	AOD	T0	/atlas/role=production	8	9078433482	1
244	data12_8TeV	physics_Egamma	merge	TAG	T0	/atlas/role=production	3	613788791	12
890	data12_8TeV	physics_JetTauEtmiss	merge	NTUP_TOPEJET	GP	/atlas/phys-top/role=production	545	1514230581	2
291	data12_8TeV	physics_JetTauEtmiss	merge	NTUP_JETMETFULL	GP	/atlas/perf-jets/role=production	6	15728645690	1
242	data12_8TeV	physics_Standby	merge	ESD	AP	/atlas/role=production	38	302454483349	1
223	data12_8TeV	physics_Bphysics	merge	log	GP	/atlas/phys-beauty/role=production	61	81807965	1
3	data12_8TeV	physics_EnhancedBias	merge	NTUP_TRIGRATE	GP	/atlas/trig-hlt/role=production	1772	414690255	2
721	data12_8TeV	physics_Muons	merge	HIST	AP	/atlas/role=production	19	1638655011	1
83	data12_8TeV	physics_HadDelayed	merge	TAG	AP	/atlas/role=production	74	1550115213	0
479	data12_8TeV	debugrec_hltacc	merge	NTUP_SUSY	GP	/atlas/phys-susy/role=production	1	2582685	1
1	data12_8TeV	physics_Egamma	merge	NTUP_SMTRILEP	GP	/atlas/role=production	1	296583518	2
2	data12_8TeV	physics_JetTauEtmiss	merge	log	GP	/atlas/phys-exotics/role=production	20	2138880	1
1	data12_8TeV	physics_JetTauEtmiss	merge	NTUP_TOPJET	GP	/atlas/role=production	3621	224299017198	1
2	data12_8TeV	physics_HadDelayed	merge	DESD_CALJET	AP	/atlas/role=production	57	274116504046	1
3	data12_8TeV	physics_ZeroBiasOverlay	merge	HIST	T0	/atlas/role=production	1	169893218	2
1	data12_8TeV	physics_L1Calo	recon	log	GP	/atlas/role=production	635	600922001	1
1	data12_8TeV	physics_JetTauEtmiss	skim	RAW	GP	/atlas/role=production	27	23367893096	3
4	data12_8TeV	Pythia8_AU2CT10_jetjet_JZ2W	merge	NTUP_TRIGBJET	GP	/atlas/trig-daq/role=production	75	228891793118	2
95	data12_8TeV	physics_JetCalibDelayed	merge	log	GP	/atlas/perf-jets/role=production	10	194025586	1
1	data12_8TeV	debugrec_hltacc	merge	NTUP_TOPJET	GP	/atlas/role=production	1	2270763	3
2	data12_8TeV	physics_Muons	merge	NTUP_TAU	GP	/atlas/phys-susy/role=production	145	425077656299	1
2	data12_8TeV	physics_JetTauEtmiss	merge	NTUP_TOP	GP	/atlas/phys-susy/role=production	167	350088359292	1
249	data12_8TeV	physics_JetTauEtmiss	merge	DESDM_TRACK	AP	/atlas/role=production	28	71112582613	4
2	data12_8TeV	physics_JetTauEtmiss	merge	NTUP_HSG2	GP	/atlas/phys-susy/role=production	167	225174476426	1
2	data12_8TeV	physics_Muons	merge	NTUP_SMQCD	GP	/atlas/phys-susy/role=production	145	110479833594	1
1	data12_8TeV	physics_EnhancedBias	merge	AOD	GP	/atlas/trig-hlt/role=production	43	176919435079	1
256	data12_8TeV	debugrec_hltacc	merge	NTUP_SMWZ	GP	/atlas/phys-higgs/role=production	1	4564705	2
270	data12_8TeV	physics_JetTauEtmiss	merge	NTUP_TOPFJET	GP	/atlas/phys-top/role=production	80	220498757434	2
1	data12_8TeV	physics_JetTauEtmiss	merge	DESDM_RPVLL	GP	/atlas/role=production	56	319130521898	5
2	data12_8TeV	physics_ALFA	merge	NTUP_MINBIAS	T0	/atlas/role=production	204	94754505925	1
12	data12_8TeV	debugrec_crashed	merge	NTUP_JETMET	GP	/atlas/perf-jets/role=production	1	4068083	1
477	data12_8TeV	express_express	recon	AOD	AP	/atlas/role=production	360	43593266074	1
418	data12_8TeV	physics_CosmicCalo	recon	HIST	AP	/atlas/role=production	552	36951006465	1
231	data12_8TeV	physics_IDCosmic	recon	log	AP	/atlas/role=production	360	559501528	1
478	data12_8TeV	express_express	recon	log	AP	/atlas/role=production	369	807994490	1
240	data12_8TeV	physics_Egamma	recon	DESDM_EGAMMA	AP	/atlas/role=production	2731	107231025943	1
128	data12_8TeV	debugrec_hltacc	recon	HIST	AP	/atlas/role=production	1	39719077	1
247	data12_8TeV	express_express	merge	AOD	AP	/atlas/role=production	4	43588700109	2
5	data12_8TeV	physics_HadDelayed	merge	HIST	T0	/atlas/role=production	1	422557681	2
5	data12_8TeV	physics_HadDelayed	recon	ESD	T0	/atlas/role=production	1713	4397058723451	2
3	data12_8TeV	physics_EnhancedBias	merge	NTUP_TRIGRATE	GP	/atlas/role=production	21	2654459	0
3	data12_8TeV	physics_EnhancedBias	recon	HIST_HLTMONEF	GP	/atlas/role=production	21	51210354	0
3	data12_8TeV	physics_EnhancedBias	recon	NTUP_TRIGCOST	GP	/atlas/role=production	21	2748644	0
234	data12_8TeV	physics_CosmicMuons	merge	AOD	AP	/atlas/role=production	4	211577134	4
748	data12_8TeV	physics_Background	merge	HIST	AP	/atlas/role=production	4	308195745	1
232	data12_8TeV	physics_ZeroBias	merge	ESD	AP	/atlas/role=production	6	51922181100	1
3	data12_8TeV	physics_EnhancedBias	recon	ESD	T0	/atlas/role=production	728	2003870616600	2
6	data12_8TeV	calibration_VdM	daq	RAW	T0	/atlas/role=production	4241	2151110223472	1
1	data12_8TeV	HLT_zenon_Ztautau	merge	RAW	GP	/atlas/role=production	2282	136860945832	1
1	data12_8TeV	debugrec_hltrej	merge	log	GP	/atlas/phys-top/role=production	1	155848	1
2	data12_8TeV	Pythia8_A2MSTW2008LO_minbias_ND	merge	NTUP_SMQCD	GP	/atlas/phys-sm/role=production	5000	110513653265	1
4	data12_8TeV	physics_L1MinBias	merge	TAG	T0	/atlas/role=production	1	15779629	13
4	data12_8TeV	physics_L1MinBias	merge	HIST	T0	/atlas/role=production	1	54971376	2
2	data12_8TeV	physics_Muons	merge	NTUP_TRIG	T0	/atlas/role=production	31	28204190752	1
1	data12_8TeV	physics_Muons	recon	log	GP	/atlas/role=production	377	775557177	1
1	data12_8TeV	physics_Muons	recon	DAOD_ZMUMU	GP	/atlas/role=production	375	55525699437	1
1	data12_8TeV	physics_JetCalibDelayed	recon	TAG	AP	/atlas/role=production	1150	334812058	1
